UNIQUE_ID,AGE,EDUCATION,MARITAL_STATUS,OCCUPATION,RELATIONSHIP,RACE,GENDER,NATIVE_COUNTRY,EMPLOYER_TYPE,CAPITAL_GAIN,CAPITAL_LOSS,HOURS_PER_WEEK,INCOME_NUM,INCOME
3665,34,some-college,Divorced,Other-service,Unmarried,White,Female,United States,Private,0,0,40,44121,<=50K
3666,24,bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Private,0,0,40,48926,<=50K
3670,35,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,Private,0,0,40,38820,<=50K
368,33,bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United States,Private,0,0,45,20742,<=50K
3683,43,some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United States,Local-gov,0,1887,40,74528,>50K
369,33,hs-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,United States,Private,0,0,40,96405,>50K
3691,19,bachelors,Never-married,Prof-specialty,Own-child,White,Female,United States,Private,0,0,30,44371,<=50K
3695,27,assoc-voc,Married-civ-spouse,Other-service,Wife,White,Female,United States,Self-emp-inc,0,0,36,70748,>50K
3698,25,hs-grad,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,United States,Local-gov,0,0,35,22103,<=50K
3699,40,some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United States,Private,0,0,48,57192,>50K
3704,42,hs-grad,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,40,45653,<=50K
3713,24,bachelors,Never-married,Adm-clerical,Own-child,Black,Female,United States,Local-gov,0,0,27,28931,<=50K
3715,30,some-college,Divorced,Tech-support,Own-child,White,Female,United States,Private,0,0,40,20065,<=50K
3723,31,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,Private,3137,0,40,47614,<=50K
3726,44,hs-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Private,0,0,38,46167,<=50K
3734,41,hs-grad,Divorced,Craft-repair,Not-in-family,White,Male,United States,Private,0,0,40,34406,<=50K
3737,32,some-college,Divorced,Adm-clerical,Unmarried,White,Female,United States,Private,0,0,40,47118,<=50K
3746,39,hs-grad,Married-civ-spouse,Sales,Wife,White,Female,United States,Private,0,0,36,28491,<=50K
3754,44,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,40,71975,>50K
3757,33,bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,United States,Private,7688,0,38,95951,>50K
3763,32,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,87987,>50K
3776,44,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,United States,Private,0,0,40,28410,<=50K
3782,38,some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United States,Private,0,0,50,37765,<=50K
3784,46,hs-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-not-inc,0,0,40,38688,<=50K
3791,34,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,1672,40,44569,<=50K
3801,23,some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Private,0,0,40,22340,<=50K
3804,34,masters,Divorced,Prof-specialty,Not-in-family,White,Female,United States,Local-gov,0,0,50,35573,<=50K
3813,41,hs-grad,Divorced,Protective-serv,Own-child,White,Male,United States,Private,0,0,40,37532,<=50K
3817,29,bachelors,Never-married,Exec-managerial,Own-child,White,Male,United States,Private,0,0,40,31223,<=50K
3819,21,some-college,Never-married,Adm-clerical,Own-child,White,Male,Guatemala,Local-gov,0,0,40,45178,<=50K
382,34,assoc-acdm,Divorced,Sales,Unmarried,Black,Female,United States,Private,0,0,45,42342,<=50K
3824,38,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,1977,60,91273,>50K
3828,30,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,38218,<=50K
3832,32,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,5178,0,50,85989,>50K
3839,49,9th,Married-civ-spouse,Other-service,Husband,White,Male,United States,Private,0,0,40,32126,<=50K
384,21,hs-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United States,Private,0,0,40,33509,<=50K
3845,25,hs-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Self-emp-not-inc,0,0,30,30944,<=50K
3852,47,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,32277,<=50K
3853,23,bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,United States,Private,0,0,40,47309,<=50K
3857,42,some-college,Married-civ-spouse,Farming-fishing,Wife,White,Female,United States,Self-emp-not-inc,0,0,50,39799,<=50K
3866,37,hs-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United States,Local-gov,0,0,40,41070,<=50K
3881,23,hs-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,26921,<=50K
3890,47,bachelors,Divorced,Sales,Not-in-family,White,Male,United States,Private,0,0,45,32273,<=50K
3894,26,some-college,Never-married,Craft-repair,Not-in-family,White,Male,United States,Federal-gov,3325,0,40,45127,<=50K
3899,28,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,45,40035,<=50K
3906,32,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Federal-gov,0,0,40,87498,>50K
3919,24,some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,45749,<=50K
3920,24,bachelors,Never-married,Farming-fishing,Unmarried,White,Male,United States,Self-emp-not-inc,0,0,50,29792,<=50K
3921,31,assoc-voc,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,Mexico,Private,0,0,24,44797,<=50K
393,21,some-college,Never-married,Sales,Own-child,White,Male,United States,Private,0,0,45,24142,<=50K
3932,24,11th,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,Vietnam,Private,0,0,40,27088,<=50K
3933,43,some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,49656,<=50K
3947,44,hs-grad,Married-civ-spouse,Sales,Wife,White,Female,United States,Private,0,0,40,86545,>50K
3953,20,12th,Never-married,Other-service,Not-in-family,White,Male,United States,Private,0,0,40,48647,<=50K
3955,30,hs-grad,Never-married,Sales,Not-in-family,White,Female,United States,Private,0,0,40,26284,<=50K
3964,50,hs-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United States,State-gov,0,0,40,64637,>50K
3968,23,assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,United States,Self-emp-not-inc,0,0,30,41315,<=50K
3971,30,hs-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,United States,Local-gov,0,0,40,44080,<=50K
3973,34,hs-grad,Never-married,Sales,Not-in-family,White,Female,United States,Private,0,0,35,25670,<=50K
3975,30,7th-8th,Separated,Handlers-cleaners,Not-in-family,White,Male,United States,Private,0,0,40,25559,<=50K
3985,27,hs-grad,Divorced,Sales,Own-child,White,Female,United States,Private,0,0,35,49797,<=50K
3988,46,hs-grad,Separated,Craft-repair,Unmarried,White,Male,United States,Self-emp-not-inc,0,0,40,28563,<=50K
3991,43,hs-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United States,Private,0,0,40,34611,<=50K
4007,28,hs-grad,Never-married,Adm-clerical,Not-in-family,White,Male,United States,Private,0,0,40,40803,<=50K
4008,28,bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,United States,Private,0,0,40,48802,<=50K
4010,48,hs-grad,Divorced,Sales,Unmarried,White,Female,United States,Private,0,0,30,38622,<=50K
4024,50,assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,Columbia,Private,0,0,60,25302,<=50K
4030,20,hs-grad,Never-married,Sales,Own-child,White,Female,United States,Private,0,0,20,36084,<=50K
4039,36,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,60,39838,<=50K
4058,42,some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,United States,Private,0,0,40,90418,>50K
4059,39,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,52,76481,>50K
406,26,assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,United States,Private,0,0,45,44889,<=50K
4060,43,some-college,Divorced,Prof-specialty,Unmarried,White,Male,United States,Private,0,0,45,39228,<=50K
4064,39,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,55,91360,>50K
407,46,assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,United States,Private,0,0,33,26033,<=50K
4070,44,bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United States,State-gov,0,0,40,39541,<=50K
4079,48,masters,Divorced,Sales,Not-in-family,White,Male,United States,Private,0,0,35,39485,<=50K
4094,35,hs-grad,Separated,Exec-managerial,Not-in-family,White,Female,United States,Private,0,0,36,43307,<=50K
4098,37,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,35,47988,<=50K
4102,28,bachelors,Never-married,Sales,Own-child,White,Female,United States,Private,0,0,40,23883,<=50K
4105,31,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,64048,>50K
4110,22,some-college,Never-married,Adm-clerical,Own-child,White,Female,United States,Private,0,0,40,45905,<=50K
4123,41,hs-grad,Never-married,Adm-clerical,Other-relative,White,Female,United States,Private,0,0,40,42501,<=50K
4130,29,hs-grad,Never-married,Protective-serv,Not-in-family,White,Male,United States,Local-gov,0,0,40,23944,<=50K
4138,35,hs-grad,Separated,Transport-moving,Own-child,White,Male,United States,Private,0,0,50,42725,<=50K
414,22,some-college,Never-married,Sales,Own-child,White,Male,United States,Private,0,0,15,27275,<=50K
4140,38,bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United States,State-gov,0,0,40,49239,<=50K
4141,44,hs-grad,Divorced,Adm-clerical,Unmarried,Black,Female,United States,Federal-gov,0,0,40,38057,<=50K
4151,29,bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,United States,Self-emp-not-inc,0,0,40,40937,<=50K
4153,27,bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,45,71252,>50K
4155,50,prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Philippines,Self-emp-inc,7687.5,0,50,78791,>50K
4156,27,some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Private,0,0,40,77760,>50K
4161,28,11th,Divorced,Sales,Own-child,White,Male,United States,Private,0,0,40,32171,<=50K
4167,38,11th,Divorced,Handlers-cleaners,Not-in-family,White,Female,United States,Private,0,0,60,42635,<=50K
417,22,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,Mexico,Private,0,0,40,48359,<=50K
4173,33,bachelors,Divorced,Prof-specialty,Unmarried,White,Female,Germany,Private,914,0,40,36973,<=50K
4176,39,hs-grad,Never-married,Craft-repair,Own-child,Black,Female,United States,Self-emp-not-inc,0,0,20,28320,<=50K
4187,36,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,50,77411,>50K
420,39,hs-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-not-inc,0,0,40,28429,<=50K
4203,21,some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United States,Private,0,0,20,37375,<=50K
4206,40,bachelors,Never-married,Sales,Not-in-family,White,Female,United States,Private,0,0,45,48251,<=50K
4210,25,hs-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,50,21413,<=50K
4213,22,assoc-voc,Never-married,Other-service,Not-in-family,White,Female,United States,Private,0,0,30,24741,<=50K
4221,49,hs-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,0,0,40,76307,>50K
4227,39,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Self-emp-not-inc,15024,0,60,84461,>50K
4229,20,some-college,Never-married,Other-service,Not-in-family,White,Female,United States,Private,0,0,20,48571,<=50K
4231,41,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,1887,50,59134,>50K
4236,44,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,50,47656,<=50K
4249,21,some-college,Never-married,Other-service,Own-child,White,Male,United States,Private,0,0,35,44478,<=50K
4253,47,bachelors,Never-married,Sales,Not-in-family,White,Male,United States,Self-emp-inc,3325,0,60,47270,<=50K
4254,33,doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,55,73861,>50K
4265,29,assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,United States,Private,0,0,50,24448,<=50K
4267,31,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Local-gov,0,0,35,28828,<=50K
4278,49,hs-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,0,0,40,45836,<=50K
4286,25,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,50,33152,<=50K
4292,34,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,33994,<=50K
4294,18,12th,Never-married,Craft-repair,Own-child,White,Male,United States,Private,0,0,10,28353,<=50K
4298,26,hs-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United States,Private,0,0,56,30028,<=50K
4299,18,12th,Never-married,Other-service,Not-in-family,White,Female,United States,Private,0,0,25,34990,<=50K
430,41,some-college,Never-married,Craft-repair,Not-in-family,Black,Male,United States,Private,0,0,45,31904,<=50K
432,47,assoc-voc,Never-married,Other-service,Not-in-family,White,Male,United States,Private,0,0,40,21093,<=50K
4322,41,some-college,Divorced,Craft-repair,Not-in-family,White,Male,United States,Private,0,0,40,76153,>50K
4326,32,hs-grad,Divorced,Other-service,Unmarried,White,Female,United States,Private,0,0,35,46829,<=50K
4343,24,11th,Never-married,Craft-repair,Not-in-family,White,Male,United States,Private,0,0,40,37255,<=50K
4345,27,hs-grad,Never-married,Craft-repair,Not-in-family,Black,Male,United States,Federal-gov,0,1980,40,32071,<=50K
4354,41,bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,United States,Private,0,0,40,39574,<=50K
4357,46,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,75,76250,>50K
4359,32,some-college,Never-married,Other-service,Not-in-family,White,Male,United States,Private,0,0,50,30007,<=50K
4362,20,some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,Vietnam,Private,0,0,40,27832,<=50K
4363,36,hs-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,United States,Private,0,0,40,47562,<=50K
437,49,masters,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Private,0,0,60,35378,<=50K
4379,46,hs-grad,Divorced,Prof-specialty,Unmarried,White,Female,United States,Private,0,0,40,36218,<=50K
438,19,hs-grad,Never-married,Sales,Unmarried,Black,Male,Haiti,Private,0,0,30,29927,<=50K
439,45,hs-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United States,Private,0,0,40,30655,<=50K
4390,49,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Self-emp-not-inc,0,0,40,46272,<=50K
4391,32,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,Private,0,0,40,26943,<=50K
4392,49,assoc-voc,Never-married,Exec-managerial,Unmarried,White,Female,United States,Private,0,0,40,32083,<=50K
4393,33,some-college,Divorced,Prof-specialty,Not-in-family,White,Male,United States,Private,0,0,40,20266,<=50K
4400,21,some-college,Never-married,Sales,Not-in-family,White,Female,United States,Private,0,0,15,35493,<=50K
4404,41,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,56,91819,>50K
441,38,assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,7298,0,40,53741,>50K
4410,21,some-college,Never-married,Tech-support,Own-child,White,Female,Ecuador,Private,0,0,25,38658,<=50K
4412,35,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,80,53264,>50K
4414,48,hs-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United States,Private,0,0,40,20741,<=50K
4418,26,hs-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,26467,<=50K
4422,35,bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United States,Private,27828,0,50,69219,>50K
4425,25,bachelors,Never-married,Craft-repair,Not-in-family,White,Male,Mexico,Private,0,0,40,40134,<=50K
4427,46,assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,48,78941,>50K
4436,22,some-college,Never-married,Other-service,Unmarried,Black,Female,United States,Private,0,0,30,27133,<=50K
444,22,some-college,Never-married,Protective-serv,Own-child,Black,Female,United States,State-gov,0,0,40,38530,<=50K
4443,33,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Local-gov,7688,0,50,61305,>50K
4448,40,some-college,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,United States,Private,0,0,84,36658,<=50K
445,43,bachelors,Never-married,Sales,Not-in-family,White,Male,United States,Self-emp-not-inc,0,0,42,20744,<=50K
4450,22,hs-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United States,Private,0,0,35,48413,<=50K
4452,28,hs-grad,Divorced,Transport-moving,Not-in-family,White,Male,United States,Private,0,0,50,43703,<=50K
4455,37,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,50,41583,<=50K
4457,22,hs-grad,Never-married,Craft-repair,Own-child,White,Male,United States,Private,0,0,40,40314,<=50K
4460,21,some-college,Never-married,Prof-specialty,Own-child,White,Male,United States,Private,0,0,40,27286,<=50K
4462,20,some-college,Never-married,Craft-repair,Not-in-family,White,Female,United States,Private,0,0,40,41121,<=50K
4463,43,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Federal-gov,0,0,40,37844,<=50K
4467,33,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,South,Private,0,0,40,39372,<=50K
4468,27,some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United States,Private,0,0,40,93245,>50K
4472,20,some-college,Never-married,Exec-managerial,Own-child,White,Female,United States,Private,0,0,20,20508,<=50K
4478,45,9th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United States,Private,0,0,40,90253,>50K
4483,20,some-college,Never-married,Sales,Other-relative,White,Female,United States,Private,0,0,40,20514,<=50K
4488,29,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,55,42405,<=50K
4489,32,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Self-emp-inc,99999,0,40,89939,>50K
449,31,bachelors,Never-married,Prof-specialty,Own-child,White,Male,United States,Private,0,0,25,27399,<=50K
4490,48,bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United States,Self-emp-not-inc,0,0,20,90096,>50K
4492,34,hs-grad,Married-civ-spouse,Other-service,Husband,White,Male,United States,Private,0,0,20,26249,<=50K
4499,25,hs-grad,Never-married,Exec-managerial,Own-child,White,Female,United States,Private,0,0,40,33078,<=50K
4500,25,11th,Divorced,Other-service,Unmarried,White,Female,United States,Private,0,0,12,20675,<=50K
4501,48,some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United States,Local-gov,5178,0,40,85211,>50K
4506,19,some-college,Never-married,Adm-clerical,Own-child,White,Female,United States,Private,0,0,25,35598,<=50K
4511,43,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,50,97030,>50K
4515,38,9th,Divorced,Craft-repair,Not-in-family,White,Male,United States,Self-emp-not-inc,0,0,40,38012,<=50K
452,33,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,64672,>50K
4524,43,some-college,Divorced,Sales,Unmarried,White,Female,United States,Self-emp-not-inc,0,880,42,33151,<=50K
4539,24,hs-grad,Never-married,Sales,Not-in-family,White,Male,United States,Private,0,0,38,21852,<=50K
4543,45,hs-grad,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,40,96565,>50K
4557,31,hs-grad,Divorced,Protective-serv,Own-child,Other,Male,United States,State-gov,0,0,40,23029,<=50K
4563,49,hs-grad,Widowed,Adm-clerical,Unmarried,White,Female,United States,Private,0,0,20,47490,<=50K
4572,46,hs-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Private,0,0,40,34999,<=50K
4577,22,some-college,Married-civ-spouse,Other-service,Husband,White,Male,United States,State-gov,0,0,25,49197,<=50K
4583,43,bachelors,Never-married,Sales,Not-in-family,White,Male,United States,Private,0,0,50,37606,<=50K
4598,35,assoc-voc,Divorced,Other-service,Unmarried,Black,Female,United States,Private,0,0,40,46886,<=50K
4608,25,some-college,Never-married,Handlers-cleaners,Not-in-family,Black,Male,Outlying-US(Guam-USVI-etc),Private,0,0,40,32537,<=50K
4614,37,bachelors,Divorced,Exec-managerial,Other-relative,White,Female,United States,Federal-gov,0,0,50,22356,<=50K
4615,43,hs-grad,Never-married,Adm-clerical,Own-child,White,Male,United States,Federal-gov,0,0,40,20967,<=50K
4625,27,hs-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United States,Private,0,0,40,22168,<=50K
4626,47,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,United States,Private,0,0,35,21365,<=50K
463,43,bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United States,Private,0,1564,45,63344,>50K
4632,25,hs-grad,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,Philippines,Private,0,0,40,47527,<=50K
4634,20,hs-grad,Never-married,Handlers-cleaners,Own-child,White,Female,United States,Private,0,0,40,44043,<=50K
4635,48,10th,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,70,42408,<=50K
4637,31,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,74058,>50K
4640,41,assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Private,7688,0,44,84352,>50K
4642,27,assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Private,0,0,40,23020,<=50K
465,28,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,22901,<=50K
4651,25,hs-grad,Never-married,Prof-specialty,Not-in-family,White,Male,United States,State-gov,0,0,40,47880,<=50K
4654,18,some-college,Never-married,Other-service,Own-child,White,Male,United States,Private,0,0,16,22803,<=50K
4655,41,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Private,7688,0,40,97972,>50K
4664,33,some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,30858,<=50K
4668,18,hs-grad,Never-married,Protective-serv,Own-child,White,Male,United States,Private,34095,0,3,31408,<=50K
4671,34,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,1902,50,50984,>50K
4674,36,hs-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United States,Self-emp-inc,0,0,50,43314,<=50K
4676,43,hs-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,Trinadad&Tobago,Private,0,0,21,32473,<=50K
4686,21,hs-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,35,49924,<=50K
4688,30,some-college,Married-civ-spouse,Other-service,Wife,White,Female,United States,Private,0,0,40,24580,<=50K
4695,42,hs-grad,Married-civ-spouse,Sales,Husband,Black,Male,United States,Private,0,0,40,59599,>50K
4708,43,hs-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United States,Private,0,0,40,32168,<=50K
4712,38,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,60,72581,>50K
4717,32,assoc-voc,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,United States,Federal-gov,0,0,40,47078,<=50K
4722,49,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,45,93672,>50K
4733,47,7th-8th,Married-spouse-absent,Other-service,Unmarried,White,Female,United States,Private,0,0,30,44300,<=50K
4734,41,some-college,Married-civ-spouse,Tech-support,Husband,Black,Male,United States,Private,3137,0,40,20273,<=50K
4742,21,7th-8th,Never-married,Other-service,Other-relative,White,Male,Mexico,Private,0,0,48,46100,<=50K
4746,30,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,40,32347,<=50K
4750,31,hs-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,United States,Private,0,0,40,27606,<=50K
4751,36,hs-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,45,36699,<=50K
4753,30,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,5013,0,40,37195,<=50K
4762,33,assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Local-gov,0,0,60,40372,<=50K
4763,35,assoc-voc,Married-civ-spouse,Craft-repair,Wife,White,Female,United States,Private,0,0,44,44361,<=50K
4778,40,doctorate,Never-married,Prof-specialty,Not-in-family,Black,Female,United States,State-gov,0,0,40,24006,<=50K
4789,31,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,46652,<=50K
4794,46,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,15024,0,45,62244,>50K
4795,32,hs-grad,Married-civ-spouse,Other-service,Husband,White,Male,United States,Local-gov,0,0,40,49645,<=50K
4802,18,hs-grad,Never-married,Sales,Own-child,White,Female,United States,Private,0,0,15,43364,<=50K
4805,40,hs-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,Mexico,Private,0,0,48,46876,<=50K
4806,48,hs-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Private,0,0,43,27766,<=50K
4813,32,hs-grad,Divorced,Craft-repair,Unmarried,White,Male,United States,Federal-gov,0,0,40,26488,<=50K
4819,39,bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United States,Private,0,0,25,38700,<=50K
482,25,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,26708,<=50K
4823,31,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,2407,0,65,33877,<=50K
4825,23,hs-grad,Never-married,Craft-repair,Other-relative,White,Male,United States,Private,0,0,40,35223,<=50K
4836,25,hs-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,7298,0,84,80091,>50K
4840,33,bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Private,0,0,40,94955,>50K
4847,42,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,50667,>50K
4856,32,bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Self-emp-not-inc,0,0,40,32114,<=50K
4867,21,some-college,Never-married,Prof-specialty,Own-child,White,Female,United States,Private,0,0,10,44410,<=50K
4871,34,hs-grad,Married-civ-spouse,Other-service,Husband,White,Male,United States,Local-gov,0,0,50,38771,<=50K
4876,31,some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,50,84137,>50K
4885,25,some-college,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,Cambodia,Private,0,0,40,23396,<=50K
489,19,hs-grad,Never-married,Other-service,Other-relative,White,Female,United States,Private,0,0,40,27135,<=50K
4891,44,hs-grad,Divorced,Adm-clerical,Unmarried,White,Female,United States,Private,0,0,40,47297,<=50K
